PRODUCT_CODE,상품명,상품번호,상품상태,제조사,브랜드,모델명,이벤트,사은품,원산지,착용계절,디테일,사용대상,여밈방식,핏,종류,주요소재,소매기장,칼라종류,패턴,총기장,영수증발급,A/S 안내,생산방식,배송옵션,할인정보,할인전가격,상품가격,배송정보,제품설명,상품URL
4c84b149,[네이버 단독][온앤온] 퍼프 슬리브 타이 블라우스 NEW4XB285,8045986719,신상품,㈜보끄레머천다이징,온앤온,온앤온 볼륨 소매 타이 블라우스 NEW4XB285,,,중국산(중국),,기타,,,루즈핏/오버핏,기타,"아세테이트, 레이온/인견",긴팔,,기타,기본/하프,"신용카드전표, 현금영수증발급",상세정보 확인,,,35% 할인,"219,000","142,350",무료배송,​ ​ ​ ​ ​ ​ ​ ​ ​,
