RD_WRITE_DT,RD_RATING,RD_ITEM_NM,RD_CONTENT,RD_OPTION_SIZE,RD_OPTION_COLOR,RD_REVIEWER_INFO,RD_REVIEW_IMAGES,PRODUCT_TITLE
20250303,3,"COLOR: LIGHT BEIGE / SIZE: 55체형161cm48kg상의 S보통 어깨보통 팔길이사이즈약간 커요 (가슴, 소매길이)핏적당해요착용감편해요",이 제품은 반품을 엄청 고민했습니다. 라운드넥 앞쪽으로 입었을 때 모양은 괜찮은데 뒷쪽이 거의 오픈되는 형태라서...난감 애매한 느낌. 그냥 막힌 형태가 훨씬 나을 것 같다는 생각입니다.,"약간 커요 (가슴, 소매길이)",,,,[온앤온] 랩 스타일 라운드 크롭 풀오버 NEK4SP247
20250212,5,COLOR: LIGHT BEIGE / SIZE: 55,배송이 빨라서 좋아요.,잘 맞아요,,,,[온앤온] 랩 스타일 라운드 크롭 풀오버 NEK4SP247
20250212,5,COLOR: BLACK / SIZE: 55,입어보니 실물이 더 예뻐요.,잘 맞아요,,,,[온앤온] 랩 스타일 라운드 크롭 풀오버 NEK4SP247
20241105,5,COLOR: BLACK / SIZE: 55,맛도리 옷이네요 3in1으로 딱,잘 맞아요,,,,[온앤온] 랩 스타일 라운드 크롭 풀오버 NEK4SP247
20241026,5,COLOR: BLACK / SIZE: 55,니트도 쫀쫀하고 다양하게 코디 가능할 거 같아요,잘 맞아요,,,,[온앤온] 랩 스타일 라운드 크롭 풀오버 NEK4SP247
20240921,5,COLOR: BLACK / SIZE: 55사이즈약간 커요 (어깨)핏오버핏이에요착용감편해요,평소에 티셔츠 66입으시는 분들은 55 주문하셔도 될 것 같아요. 살짝 오버핏입니다. 편하고 스타일리쉬하고 따뜻해요. 다른 색도 있었으면 좋겠어요.,약간 커요 (어깨),,,,[온앤온] 랩 스타일 라운드 크롭 풀오버 NEK4SP247
20240602,5,COLOR: BLACK / SIZE: 55,이쁩니다. 마음에 들어요,잘 맞아요,,,,[온앤온] 랩 스타일 라운드 크롭 풀오버 NEK4SP247
20240419,5,COLOR: BLACK / SIZE: 55,기다렸던 제품인데 너무너무 이뻐요! 레이어드하기도 너무 좋고 특히 팔이 긴편인데도 팔길이가 여유가있고 깔끔하고 단정한 느낌에 슬랙스나 스커트에도 잘 어울려서 너무 이쁘네요^^,잘 맞아요,,,,[온앤온] 랩 스타일 라운드 크롭 풀오버 NEK4SP247
20240412,5,COLOR: BLACK / SIZE: 55,여기저기 매치하기 좋아요~,잘 맞아요,,,,[온앤온] 랩 스타일 라운드 크롭 풀오버 NEK4SP247
20240326,5,COLOR: BLACK / SIZE: 55,소재가 탄탄하고 코디샷처럼 다양하게 활용할 수 있는 디자인이라 생각보다 더 마음에 들어요! 원피스랑도 어울리고 끈나시랑 청바지 코디할 때도 내추럴하고 예뿌네요ㅎ.ㅎ,잘 맞아요,,,,[온앤온] 랩 스타일 라운드 크롭 풀오버 NEK4SP247
20250402,5,COLOR: SKY BLUE / SIZE: 55체형162cm49kg상의 S보통 어깨보통 팔길이사이즈약간 커요 (소매길이)핏적당해요착용감아주 편해요,색상이 넘 이뻐요 😍,약간 커요 (소매길이),,,,[온앤온] 베이직 라운드넥 슬릿 티셔츠 NEW4AE823
20250320,5,COLOR: SKY BLUE / SIZE: 55,부들부들 잘 맞아요 하얀색도 구입하고싶은데 아쉽네요,잘 맞아요,,,,[온앤온] 베이직 라운드넥 슬릿 티셔츠 NEW4AE823
20250218,2,"COLOR: SKY BLUE / SIZE: 55핏오버핏이에요사이즈많이 커요 (총 기장, 가슴, 어깨, 소매길이)착용감편해요",기대한것보다 어깨부분이 커요.,"많이 커요 (총 기장, 가슴, 어깨, 소매길이)",,,,[온앤온] 베이직 라운드넥 슬릿 티셔츠 NEW4AE823
20250216,4,COLOR: SKY BLUE / SIZE: 55,기본 티셔츠가 필요했는데 재질이 부들하니 좋네요. 팔뚝 부분이 조금 작긴 합니다,잘 맞아요,,,,[온앤온] 베이직 라운드넥 슬릿 티셔츠 NEW4AE823
20250203,5,COLOR: SKY BLUE / SIZE: 55,니트 가디건에 레이어드하기에 넘 이쁘고 편해요색깔별로 사서 입고있어요,많이 커요,,,,[온앤온] 베이직 라운드넥 슬릿 티셔츠 NEW4AE823
20250102,5,COLOR: IVORY / SIZE: 55,안에 받쳐입기 진짜 좋은 옷입니다~^^,잘 맞아요,,,,[온앤온] 베이직 라운드넥 슬릿 티셔츠 NEW4AE823
20241120,4,COLOR: SKY BLUE / SIZE: 55,색감 이쁘고 편해서 좋은데 앞부분에 한줄로 탈색된것이 맘에 안들지만 그냥 입어요,잘 맞아요,,,,[온앤온] 베이직 라운드넥 슬릿 티셔츠 NEW4AE823
20241111,4,COLOR: DARK BROWN / SIZE: 55,이너티로 입기 좋아요.,잘 맞아요,,,,[온앤온] 베이직 라운드넥 슬릿 티셔츠 NEW4AE823
20241109,5,COLOR: IVORY / SIZE: 55,두번째 구매~^^ 이너웨어로 입기에 색감.소재.디자인 모두 좄아요~하나더 구매해서 번갈아 가며 입는중,잘 맞아요,,,,[온앤온] 베이직 라운드넥 슬릿 티셔츠 NEW4AE823
20241107,5,COLOR: IVORY / SIZE: 55,코디컷으로샀어요 좋아요,잘 맞아요,,,,[온앤온] 베이직 라운드넥 슬릿 티셔츠 NEW4AE823
20240430,5,COLOR: BLACK / SIZE: 55,워낙 이런 스타일을 좋아해서 구매했어요. 바스락 거리는 재질이여서 구김이 거의 없어요. 어깨끈 모양도 고정되어있고 마음에 들어요,잘 맞아요,,,,[온앤온] 볼륨 스트랩 슬리브리스 탑 NEW4MBC06
20250405,5,COLOR: BEIGE / SIZE: 55,리뷰대로 예쁘네요 많이 두껍지 않아요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250404,5,"COLOR: BLUE / SIZE: 55사이즈약간 커요 (가슴, 소매길이)핏적당해요두께보통 두께예요",진짜이뻐요 완전만족 베이지도 사고싶어요,"약간 커요 (가슴, 소매길이)",,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250403,4,COLOR: BEIGE / SIZE: 66,어느자리나 활용도가 높아보여요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250403,5,COLOR: BEIGE / SIZE: 55사이즈약간 커요 (가슴)핏적당해요두께보통 두께예요,"품이 좀 크지만 색상고급스럽고 디자인도 이뻐요 청바지, 슬랙스 다 잘어울려요",약간 커요 (가슴),,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250402,5,COLOR: BEIGE / SIZE: 55체형160cm53kg상의 S팔이 짧은 편 어깨 좁음사이즈약간 커요 (소매길이)핏적당해요두께보통 두께예요,너무 고급스럽고 예뻐요. 트위드 컬러 믹스가 옷 받쳐입기 좋아요.,약간 커요 (소매길이),,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250401,4,"COLOR: BEIGE / SIZE: 66사이즈약간 커요 (가슴, 어깨)핏적당해요두께보통 두께예요",어깨랑 좀 낙낙하지만 팬츠에 코디하기엔 55보단 66이 좋으네요,"약간 커요 (가슴, 어깨)",,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250331,4,COLOR: BEIGE / SIZE: 55,옷이 예뻐요 블루가 더 독특했을 것 같아서 궁금하네요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250330,5,COLOR: BEIGE / SIZE: 55,너무 이쁜 지켓이예요. 사진은 약간 어둡게 찍혔어요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250330,4,COLOR: BEIGE / SIZE: 55,사이즈 맞고 화사한 색상이 맘에 드네요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250329,5,COLOR: BLUE / SIZE: 55,보통 66입는데 이건 55도 잘맞네요 색이 너무 예뻐요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250329,5,COLOR: BEIGE / SIZE: 66,옷이 가볍고 예뻐요~~ 두껍진 않아 봄에 입기 좋네요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250328,5,COLOR: BEIGE / SIZE: 55,66입는데 크게나왔다해서 55샀어요 잘맞아요 실물이 훨씬 예뻐요,약간 커요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250327,5,"COLOR: BEIGE / SIZE: 55체형155cm45kg상의 S사이즈약간 커요 (가슴, 어깨, 소매길이)핏적당해요두께보통 두께예요","트위드자켓 그자체입니다. 색감이 은은해서 예뻐요. 다만 사이즈 한치수 큰것같아요. 소매도 길고, , 하지만 예쁩니다~ 예뻐요","약간 커요 (가슴, 어깨, 소매길이)",,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250327,5,COLOR: BEIGE / SIZE: 66핏적당해요두께두꺼워요사이즈많이 커요 (가슴),상품질이 좋아요. 66이 77같아요. 품이 커요,많이 커요 (가슴),,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250327,5,COLOR: BEIGE / SIZE: 66,많이 반짝이나 싶기도 하는데 배색이 이쁘네요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250326,5,COLOR: BLUE / SIZE: 55체형158cm53kg사이즈약간 커요 (소매길이)핏적당해요두께얇아요,가볍고 색이 이쁘네요 소매가길어요,약간 커요 (소매길이),,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250326,5,COLOR: BEIGE / SIZE: 66,너무 이뻐요. 청바지에 잘어울려요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250325,5,COLOR: BLUE / SIZE: 55,사진보다 쨍한 느낌인데 입으니가 화사해보여요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250323,5,COLOR: BLUE / SIZE: 55,실물이 더 예뻐요. 블라우스랑 잘엉ᆢㄹ려요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250323,5,COLOR: BLUE / SIZE: 55,핏 좋고 색도 맘에들어요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250323,5,COLOR: BEIGE / SIZE: 55,사진보다 더 고급스럽긴 하네요. 좀 얇은 편이라 지금부터 입고 다녀도 될듯해요.,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250323,5,COLOR: BEIGE / SIZE: 55,완전 고급지고 마음에들어요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250322,5,COLOR: BLUE / SIZE: 55,색 예쁘고 얇은 편이라 따뜻해지면 입어야겠네요.,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250322,5,COLOR: BLUE / SIZE: 66,예뻐요~ 잘입을께요~~,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250321,5,COLOR: BEIGE / SIZE: 55,작년에 블루구입하고 잘입었어요 올해는 베이지 또 구입해요 색상이 달라서 같은옷인줄 모르겠어요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250321,5,COLOR: BEIGE / SIZE: 55,과하지 않은 반짝거림에 핏도 적당하고 가디건처럼 입을수 있는 편한 자켓이네요.,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250319,5,COLOR: BEIGE / SIZE: 55사이즈잘 맞아요 (어깨)핏적당해요두께보통 두께예요,진짜 고급지고 이뻐요,잘 맞아요 (어깨),,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250319,5,COLOR: BLUE / SIZE: 55,강추해요~고급지고 이뻐요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250319,5,COLOR: BEIGE / SIZE: 66,무난한 베이지인줄 알았는데 반짝이가 있어서 더 이쁩니다~~,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250314,4,COLOR: BEIGE / SIZE: 55,생각보다색이어두워요..조금톤이밝으면ㄷ니이쁠것같아요.,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250312,5,COLOR: BLUE / SIZE: 55,55입는데 잘 맞아요 팔이 긴편이 아닌데 팔길이도 적당해요 너무 너무 이쁩니다. 면트위드라 가볍고 부드러워요. 다음주 총회에 입고 갈껀데 날씨가 안 추우면 좋겠네요 근데 여분단추가 없어서 쪼금 걱정이네요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250310,5,COLOR: BEIGE / SIZE: 55,아내랑 3월중순에 바람쐬러 나갈려고 사줬는데 제가 봐도 이쁘네요. 우선 질감과 색상이 너무좋습니다.^,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250304,5,COLOR: BLUE / SIZE: 55,회사갈 때 입고가기 편함,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250302,4,COLOR: BLUE / SIZE: 55사이즈약간 커요 (소매길이)핏오버핏이에요두께보통 두께예요,화려하고 튀는데 조금 어두워요 예쁜데 소매기장이 많이 기네요,약간 커요 (소매길이),,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250301,4,COLOR: BEIGE / SIZE: 55사이즈약간 커요 (소매길이)핏적당해요두께보통 두께예요,색감 좋아요. 핏도 좋아요,약간 커요 (소매길이),,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250227,5,COLOR: BEIGE / SIZE: 55,전부터 사고싶었는데 마침 세일하길래 구입했어요 맘에 듭니다.,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250226,5,COLOR: BLUE / SIZE: 55사이즈약간 커요 (소매길이)핏적당해요두께보통 두께예요,베이지와 고민 하다 리뷰가 블루가 많길래 구매했는데 너무 예쁘네요. 다른분들 얘기 처럼 소매가 길어요. 수선해야겠어요.일반 트위드보다는 얇은것 같아요,약간 커요 (소매길이),,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250218,4,COLOR: BLUE / SIZE: 66사이즈약간 작아요 (가슴)핏적당해요두께보통 두께예요,블랙 베이지계엶 자켓류만 입다가 산뜻한 색이 이뻐 구매했어요. 좀 낯설지만 따뜻해지면 열심히 입고 다녀야죠. 소매안쪽 올 하나가 풀려있네요. 실사용 포켓이 있었으면 좋았을꺼 같아요.,약간 작아요 (가슴),,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250215,5,"COLOR: BLUE / SIZE: 66체형158cm62kg상의 M어깨 좁음사이즈약간 커요 (가슴, 소매길이)핏적당해요두께얇아요",158cm62키로어깨좁고하체비만체격 팔뚝은핏잘맞는데가슴둘레는큰감있고팔은짧은편이라소매는긴편이네요 오자마자단추가떨어지고실밥처리별루라반품고민하다가싼맛에그냥입기로ㆍ자켓이얇아두꺼운가디건같은느낌ㆍ캐주얼하게입는게더어울림 품이좀넉넉해서ㆍ티와가디건입고가능~ Soso그가격대비괜찮음ㆍ,"약간 커요 (가슴, 소매길이)",,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250214,5,COLOR: BEIGE / SIZE: 55,팔이 약간 길긴한데 진짜 예뻐요 착한가격에 감사드려요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250214,4,COLOR: BEIGE / SIZE: 66사이즈약간 작아요 (가슴)핏적당해요두께보통 두께예요,적당히 얇아서 간절기 착용하기 좋겠어요. 상의66 입는데 여유감은 없어요. 주머니가 없는게 아쉽네요.,약간 작아요 (가슴),,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250213,5,COLOR: BEIGE / SIZE: 55,봄에 결혼식에 입고가려고 미리 구입했어요.,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250209,5,COLOR: BLUE / SIZE: 55체형160cm52kg상의 M보통 어깨보통 팔길이사이즈잘 맞아요 (가슴)핏적당해요두께보통 두께예요,색상넘이뻐요 핏도갠찬은팔길이만수선,잘 맞아요 (가슴),,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250208,5,COLOR: BEIGE / SIZE: 55,"고급스러워요. 중요한자리에서도 캐쥬얼하게 입을 때에도 이쁠 것 같아요. 옷 도착해서 정장바지,청바지,치마에 다 입어봤는데 이쁘더라고요. 잘 입을게요.",잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250205,5,COLOR: BEIGE / SIZE: 55,옷이 고급스럽고 예뻐요~^^,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250204,5,COLOR: BLUE / SIZE: 55,사이즈 넉넉하구요 색감 너무 예뻐요 계속 보고있었는데 좋은 가격에 사서 좋고 봄에 잘 입을것 같아요~,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250203,5,COLOR: BEIGE / SIZE: 55,넘 고급지네용. 자주입을듯요~~~,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250201,5,COLOR: BEIGE / SIZE: 55,화면보다 이뻐요. 제가 55반이라 평소 트위드자켓을 66을 샀는데.. 항상 좀 컸거든요.그래서 이번엔 55로 샀는데 잘 맞아요. 색상도 괜찮고 따뜻해지면 잘 입고다닐거같아요~,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250201,5,COLOR: BEIGE / SIZE: 55,배송도 빠르고 좋아요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20250102,5,COLOR: BEIGE / SIZE: 55,사이즈는 출산후 살이 덜빠져서 53키로인데도 잘맞아요! 제게 맞는거보면 44한텐 크겠어요. 근데 색상이 웜톤에게 어울릴색이네요. 쿨톤인 저는 출근용 단정한맛에 입고다닐뿐 화사해보이진않아요ㅠ 블루살까 고민많이했는데 아쉽.. 다시 할인 들어가면 블루로 사야겠어요ㅠㅎ디자인은 너무 찰떡같이 이뻐요! 온앤온은 다른옷도 그렇고 모델핏이 똑같이 안나오더라도 항상 예쁘게 떨어지는것같아요!,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20241227,4,COLOR: BEIGE / SIZE: 55,사이즈 여유있게 나왔어요. 66까진 여유핏으로 입을듯. 팔뚝부분도 넉넉해요.,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20241205,3,COLOR: BLUE / SIZE: 55,살짝 큰데 색감이 예뻐서 품습니다,약간 커요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20241130,5,COLOR: BEIGE / SIZE: 66,정말 예뻐요. 올해 산 자켓중에 가장 마음에 드는 옷이예요. 색상이 얼굴을 환하게 해주고 길이도 너무 크롭이 아니라서 좋아요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20241124,5,COLOR: BEIGE / SIZE: 55,색상 예쁘고 디자인 고급스러워요 브이넥이 마음에 들어요 반짝이 실이 살짝살짝 과하지 않게 들어가서 더 좋아요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20241106,5,COLOR: BLUE / SIZE: 55사이즈약간 커요 (소매길이)핏적당해요두께보통 두께예요,색~~디자인 모두 모두 예쁘네요 소매 길이는 길어서 수선하고 멋있게 잘 입을게요 예쁜 옷 감솨요,약간 커요 (소매길이),,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20241105,5,COLOR: BLUE / SIZE: 66,좋아요좋라요좋라요좋라요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20241105,5,COLOR: BEIGE / SIZE: 66,화이트 셔츠나 블라우스네 너무 예뻐요 금사도 고급스럽고 핏도 이쁘네요 진작 살걸,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20241102,4,"COLOR: BLUE / SIZE: 55사이즈약간 커요 (가슴, 소매길이)핏오버핏이에요두께보통 두께예요",제품에 만족합니다.,"약간 커요 (가슴, 소매길이)",,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20241029,5,"COLOR: BLUE / SIZE: 55체형160cm46kg상의 S어깨 좁음사이즈약간 커요 (어깨, 소매길이)핏적당해요두께보통 두께예요",팔길이가 길다고해서 걱정했는데 생각보단 괜찮네요 색상너무맘에들구요 단추너무이뻐요 회사갈때 열심히입어야겠어요,"약간 커요 (어깨, 소매길이)",,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20241029,5,COLOR: BEIGE / SIZE: 66,블루랑 베이지색 고민하다가 좀 더 무난할것 같아서 베이지색을 선택했어요. 색이 다른 미색계열의 실이 섞여있어서 밋밋하지 않고 예뻐요. 초겨울까지 잘 입을 수 있을것 같아요.,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20241024,5,COLOR: BEIGE / SIZE: 55,결혼식 하객룩으로 예쁘게 입었습니다~~!!,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20241017,5,COLOR: BLUE / SIZE: 66,생각보다 얇지만(?) 색상이 이뻐요 !!,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20241012,5,COLOR: BLUE / SIZE: 55,예뻐요 잘입을께요 ㅎ,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20241012,5,COLOR: BEIGE / SIZE: 66,너무너무 사고 싶었는데 좋은 가격에 사게 돼서 넘 좋아요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20241006,5,COLOR: BLUE / SIZE: 66핏적당해요사이즈많이 커요 (소매길이)두께보통 두께예요,색 예뻐요! 기장과 디자인도 마음에 들어요. 다만 팔소매 길이가 다른 브랜드 옷보다 긴 감이 있네요~ 너무 어벙벙해서 줄여서 입으려구요 그거만 빼면 마음에 듭니다 색이 연하게나왔어요,많이 커요 (소매길이),,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20240926,5,COLOR: BEIGE / SIZE: 66,"라이브방송에서 보던 느낌, 이미지컷과 상세컷, 후기사진들 느낌이 너무 달라서 엄청 혼란스러웠는데요, 지금 상세컷에 나온 이미지 그대로고! 베이지&브라운 느낌만 강한 이미지의 후기도 많은데! 그 느낌 아니예요!! 그래서 다른분들 참고하시라고 사진찍었는데 사진이 칙칙하게 나왔고.. 실물을 못담네여..실물이 존예ㅠㅠ.. 입으면 얼굴이 완전 화사해져요!!!! 웜톤분들 얼른 들이세요!!!! 어깨가 넓은편이라 66 하길 잘했다는 생각이 들구용 .. 원사때문에 엄~~~~~~~청 고민하다가 구입했는데 너무너무 잘 산거 같아요!!! 역시 온앤온 ❤️",잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20240625,5,COLOR: BEIGE / SIZE: 55,만족스럽게 잘 입었어요. 고급지고 이뻐요.,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20240519,4,COLOR: BEIGE / SIZE: 55,옷이뻐요 저렴하게 잘샀어요~,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20240515,5,COLOR: BEIGE / SIZE: 66,고급스러워요 편하구요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20240511,5,COLOR: BLUE / SIZE: 55,다들 너무 예쁘다고해요 작년부터 눈여게 본 옷이라 세일 중일때 정말 저렴하게 살수 있어서 너무 좋았어요 옷 정말 맘에들어요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20240430,4,COLOR: BEIGE / SIZE: 55,ㅎㅎ 생각보다는 아니지만 예쁘게 잘 입고 있습니다~~!,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20240423,5,COLOR: BEIGE / SIZE: 66,생각한것보다 좀 짙은 컬러느낌이에요. 단추랑 옷 짜임 실에 골드톤이 많아요. 사이즈는 넉넉한편이라 77도 가능하세요. 상하의를 단조롭게 입고 포인트주기 좋아요.,약간 커요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20240415,5,COLOR: BLUE / SIZE: 55,가격대비 만족합니다,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20240415,5,COLOR: BEIGE / SIZE: 55,살짝 오버핏이라 편하게 입을 수 있어요 단추는 왜 자꾸 떨어질까요 마감이 약간 허술한듯요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20240409,5,COLOR: BEIGE / SIZE: 55,"심플한 디자인인데 트위드 짜임이 독특하면서 원단 자체가 주는 아우라가 있네요. 고급져요. 길이감도 적당하고 품도 여유가 있어 활동하기 편합니다. 소장 가치가 충분히 있어, 블루 베이지 깔별로 구매했습니다.",잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20240407,5,COLOR: BEIGE / SIZE: 55,예뻐요 색도이쁘고 지금딱 이쁘게 입었네요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20240405,5,COLOR: BEIGE / SIZE: 66,정장으로 캐주얼로 두루두루 멋스럽게 입을수 있어요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20240405,5,COLOR: BLUE / SIZE: 55,색감 이뻐요 좋아요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20240405,5,COLOR: BLUE / SIZE: 55,색감이 화려하고 예뻐요 팔길이가 길어요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20240404,5,COLOR: BEIGE / SIZE: 55,1사이즈인데도 마니 넉넉해요 55반 66까지도 괜찮을것같아요 색감도 예쁘고 화사해서 봄에 딱이에요 소매가 마니길어서 모델핏 보니까 기은세한테도 손등중간까지 오네요ㅠ,약간 커요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20240404,5,COLOR: BEIGE / SIZE: 55,저렴하게 잘 샀어요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20240404,5,COLOR: BLUE / SIZE: 55,화려한듯 하지만 색상이 톤다운 되있어서 무난하게 입을수있어요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20240403,4,COLOR: BEIGE / SIZE: 66,이뻐요 여기저기 잘 어울리네요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20240401,5,COLOR: BLUE / SIZE: 55,이거 정말예뻐요 가격이 올랐네요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20240329,5,COLOR: BEIGE / SIZE: 55,"바지나 스커트 모두 어울리고, 예의를 갖춘 자리에도 제격이지만 편하게 청바지에도 잘 어울리는 만능템이네요.",잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20240328,5,COLOR: BLUE / SIZE: 55,블루가 화사하니 예쁘네요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20240328,5,COLOR: BEIGE / SIZE: 55,옷이뻐요 옷이뻐요. 생각보단 좀 두껍네요,잘 맞아요,,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
20240326,4,COLOR: BEIGE / SIZE: 55사이즈약간 커요 (소매길이)핏적당해요두께보통 두께예요,사진에 봤던 그대로네요 고급스럽고 좋아요 소매길이만 길어서 수선해서 입을 거예요,약간 커요 (소매길이),,,,[온앤온] 칼라리스 트위드 자켓 NEW4XJ707
