RD_WRITE_DT,RD_RATING,RD_ITEM_NM,RD_CONTENT,RD_OPTION_SIZE,RD_OPTION_COLOR,RD_REVIEWER_INFO,RD_REVIEW_IMAGES,PRODUCT_TITLE
20241019,4,"COLOR: DARK BEIGE / SIZE: 55체형163cm48kg상의 S핏오버핏이에요사이즈많이 커요 (기타, 가슴, 어깨, 팔 둘레)두께보통 두께예요",엄청 오버핏이에요 그래도 예쁘긴예쁜데 팔만 좀덜오버핏이었으면 더좋았을듯,"많이 커요 (기타, 가슴, 어깨, 팔 둘레)",,,,[온앤온] 코듀로이 칼라 아웃포켓 점퍼 NEW5XM204_96
20241017,5,COLOR: DARK BEIGE / SIZE: 55,이쁘고 고급스러워요,잘 맞아요,,,,[온앤온] 코듀로이 칼라 아웃포켓 점퍼 NEW5XM204_96
20241015,5,COLOR: DARK BEIGE / SIZE: 55,오버핏인데 색깔은 사진보다 탁해요,잘 맞아요,,,,[온앤온] 코듀로이 칼라 아웃포켓 점퍼 NEW5XM204_96
20241012,5,"COLOR: DARK BEIGE / SIZE: 66핏오버핏이에요사이즈많이 커요 (가슴, 팔 둘레)두께보통 두께예요",팔과 가슴둘레가 생각보다 엄청 크긴하지만 168cm인 딸이 입으니까 어울리네요 적당히 두껍고 컬러도 차분한 느낌이라 이너 안 가리고 잘 입어질것 같아요,"많이 커요 (가슴, 팔 둘레)",,,,[온앤온] 코듀로이 칼라 아웃포켓 점퍼 NEW5XM204_96
20241003,5,COLOR: DARK BEIGE / SIZE: 55,오버핏이라 편안하게 입을수 있을거같아요~,잘 맞아요,,,,[온앤온] 코듀로이 칼라 아웃포켓 점퍼 NEW5XM204_96
20240929,4,COLOR: DARK BEIGE / SIZE: 55사이즈약간 커요 (소매길이)핏적당해요두께보통 두께예요,스타일이 맘에 들어요 잘 입을께요,약간 커요 (소매길이),,,,[온앤온] 코듀로이 칼라 아웃포켓 점퍼 NEW5XM204_96
20240927,4,"COLOR: DARK BEIGE / SIZE: 55체형167cm54kg상의 S어깨 넓음팔이 긴 편핏오버핏이에요사이즈많이 커요 (가슴, 어깨, 팔 둘레)두께보통 두께예요",생각보다 많이 큰편 그래도 잘 코디해서 입어볼께요 빠른배송 좋았어요 옷은 예쁩니다,"많이 커요 (가슴, 어깨, 팔 둘레)",,,,[온앤온] 코듀로이 칼라 아웃포켓 점퍼 NEW5XM204_96
20240926,5,COLOR: DARK BEIGE / SIZE: 55체형158cm51kg상의 S보통 어깨보통 팔길이핏오버핏이에요사이즈많이 커요 (소매길이)두께보통 두께예요,배송도 빠르고 옷도 너무 이쁘네여,많이 커요 (소매길이),,,,[온앤온] 코듀로이 칼라 아웃포켓 점퍼 NEW5XM204_96
20240926,5,"COLOR: DARK BEIGE / SIZE: 55체형160cm55kg상의 M보통 어깨보통 팔길이사이즈약간 커요 (총 기장, 소매길이)핏적당해요두께보통 두께예요",옷 귀여워요 잘 입을게요,"약간 커요 (총 기장, 소매길이)",,,,[온앤온] 코듀로이 칼라 아웃포켓 점퍼 NEW5XM204_96
20240925,5,COLOR: DARK BEIGE / SIZE: 55,색상이 화면보다 어둡습니다 예뻐요,잘 맞아요,,,,[온앤온] 코듀로이 칼라 아웃포켓 점퍼 NEW5XM204_96
20240925,4,"COLOR: DARK BEIGE / SIZE: 55핏오버핏이에요사이즈많이 커요 (가슴, 어깨, 팔 둘레, 소매길이)두께보통 두께예요","오버핏이라 더 멋스럽게 입을 수 있겠어요, 모델처럼은 안되겠지만요~.초겨울까지 옷 여러겹 껴입고 입어도 되어 길게 입을 수 있는 옷!!","많이 커요 (가슴, 어깨, 팔 둘레, 소매길이)",,,,[온앤온] 코듀로이 칼라 아웃포켓 점퍼 NEW5XM204_96
20240924,3,COLOR: DARK BEIGE / SIZE: 55,적당히 오버핏이고 색도 마음에 들어요,잘 맞아요,,,,[온앤온] 코듀로이 칼라 아웃포켓 점퍼 NEW5XM204_96
20240827,5,COLOR: DARK BEIGE / SIZE: 66,역시 예쁘네요 잘 입을것 같아요,잘 맞아요,,,,[온앤온] 코듀로이 칼라 아웃포켓 점퍼 NEW5XM204_96
20240724,5,COLOR: DARK BEIGE / SIZE: 55,"색상,핏 다 이뻐요! 근데 팔이 좀 길네요..",잘 맞아요,,,,[온앤온] 코듀로이 칼라 아웃포켓 점퍼 NEW5XM204_96
20240509,5,COLOR: DARK BEIGE / SIZE: 55,박시한 스타일을 원했는데 적당히 박시하고 너무 이뻐요 만족해요,잘 맞아요,,,,[온앤온] 코듀로이 칼라 아웃포켓 점퍼 NEW5XM204_96
20240417,5,COLOR: DARK BEIGE / SIZE: 55,배송빠르고 잘받았습니다,잘 맞아요,,,,[온앤온] 코듀로이 칼라 아웃포켓 점퍼 NEW5XM204_96
20240414,5,COLOR: DARK BEIGE / SIZE: 55,봄에 입기 너무 좋아요 오버핏이라서 넉넉하고 귀엽습니다~,잘 맞아요,,,,[온앤온] 코듀로이 칼라 아웃포켓 점퍼 NEW5XM204_96
20240408,4,COLOR: DARK BEIGE / SIZE: 55사이즈약간 커요 (가슴)핏오버핏이에요두께보통 두께예요,배송 빨라요 예뻐요 박시한 스타일이에요,약간 커요 (가슴),,,,[온앤온] 코듀로이 칼라 아웃포켓 점퍼 NEW5XM204_96
20240329,5,COLOR: DARK BEIGE / SIZE: 55체형158cm50kg상의 S보통 어깨사이즈약간 커요 (총 기장)핏오버핏이에요두께보통 두께예요,오버핏으로 입으면 멋 스러워요~~~~,약간 커요 (총 기장),,,,[온앤온] 코듀로이 칼라 아웃포켓 점퍼 NEW5XM204_96
20240323,5,"COLOR: DARK BEIGE / SIZE: 55사이즈약간 커요 (총 기장, 소매길이)핏오버핏이에요두께얇아요",봄에 입기 딱이에요,"약간 커요 (총 기장, 소매길이)",,,,[온앤온] 코듀로이 칼라 아웃포켓 점퍼 NEW5XM204_96
20240320,5,COLOR: DARK BEIGE / SIZE: 66,봄 가을 입기 딱 좋아요 질도 좋구 잘 입을게용 ^^,잘 맞아요,,,,[온앤온] 코듀로이 칼라 아웃포켓 점퍼 NEW5XM204_96
20250407,5,COLOR: SAND / SIZE: 44,아주맘에 듭니다. 굿입니다.,잘 맞아요,,,,[온앤온] 스웨이드 자켓 NEL5XJ809_97
20250404,4,"COLOR: SAND / SIZE: 44핏오버핏이에요사이즈많이 커요 (어깨, 소매길이)두께얇아요",엄청 크네요 ㅎ 작은사이즈도 커요.,"많이 커요 (어깨, 소매길이)",,,,[온앤온] 스웨이드 자켓 NEL5XJ809_97
20250403,5,"COLOR: SAND / SIZE: 44사이즈약간 커요 (총 기장, 기타, 가슴, 어깨, 소매길이)핏오버핏이에요두께보통 두께예요",배송도 빠르고 예뻐요,"약간 커요 (총 기장, 기타, 가슴, 어깨, 소매길이)",,,,[온앤온] 스웨이드 자켓 NEL5XJ809_97
20250329,5,COLOR: SAND / SIZE: 55,이거보고 친구는 저렴한 보세옷을 샀는데요 확실이 온앤온이 질도 좋고 입었을때 핏도 달라요 비싼값하네요~,잘 맞아요,,,,[온앤온] 스웨이드 자켓 NEL5XJ809_97
20250329,5,COLOR: SAND / SIZE: 55,오버핏이지만 널널하게 입어요. 제가 팔이 긴 편인데도 팔이 좀 긴 감이 있어요.(55사이즈) 그래도 스타일리쉬하고 이뻐요.,잘 맞아요,,,,[온앤온] 스웨이드 자켓 NEL5XJ809_97
20250327,5,COLOR: SAND / SIZE: 44사이즈약간 커요 (어깨)핏오버핏이에요두께얇아요,키가작아서 저에게는 좀 크지만 너무 예쁜 스웨이드입니다 만족함니다,약간 커요 (어깨),,,,[온앤온] 스웨이드 자켓 NEL5XJ809_97
20250325,5,COLOR: SAND / SIZE: 55,이뻐요 잘 입고 있습니다,잘 맞아요,,,,[온앤온] 스웨이드 자켓 NEL5XJ809_97
20250325,5,COLOR: SAND / SIZE: 44,일단 색감이 흔하지 않고 예뻐요~ 다만 품이 엄청 커서 평소 55사이즈 입는데 44사이즈도 잘 맞네요ㅎㅎ 봄가을 다 잘 입을 것 같습니다 만족합니다~,잘 맞아요,,,,[온앤온] 스웨이드 자켓 NEL5XJ809_97
20250321,5,COLOR: SAND / SIZE: 55,백화점에서 보고 온라인 주문한건데 넘 맘에 들어요 샌드컬러도 고급지고 오버핏도 멋스럽고 더워지기전에 많이 입을 예정~~~,잘 맞아요,,,,[온앤온] 스웨이드 자켓 NEL5XJ809_97
20250320,5,"COLOR: SAND / SIZE: 55사이즈약간 커요 (어깨, 소매길이)핏오버핏이에요두께보통 두께예요",스타일은 이뻐요 기본스타일이라서 두고 두고 봄 가을에 입을수 있는 옷이에요 쌔무 느낌이고 옷이 커보이면 어깨가 넓어보일까봐 반품할려다 걷어 입을려고요 안에 원피스 입어도 이쁘고 청바지 입어도 스타일 삽니다,"약간 커요 (어깨, 소매길이)",,,,[온앤온] 스웨이드 자켓 NEL5XJ809_97
20250319,5,COLOR: SAND / SIZE: 66,비싸도 넘 예쁜 온앤온 구웃,많이 커요,,,,[온앤온] 스웨이드 자켓 NEL5XJ809_97
20250319,5,COLOR: SAND / SIZE: 66체형159cm60kg상의 M보통 어깨보통 팔길이핏오버핏이에요사이즈많이 커요 (어깨)두께보통 두께예요,재질이참좋아요 색상이고급지네요 가벼워요 디자인이뻐여,많이 커요 (어깨),,,,[온앤온] 스웨이드 자켓 NEL5XJ809_97
20250318,5,COLOR: SAND / SIZE: 44,실제로 보니 예뻐요,잘 맞아요,,,,[온앤온] 스웨이드 자켓 NEL5XJ809_97
20250317,5,COLOR: SAND / SIZE: 44,55했음 클날뻔 했어요 재질도 좋고 핏도 예뻐요,잘 맞아요,,,,[온앤온] 스웨이드 자켓 NEL5XJ809_97
20250316,4,"COLOR: SAND / SIZE: 44핏적당해요사이즈많이 커요 (총 기장, 어깨, 소매길이)두께보통 두께예요",예약 배송이었는데 구매하자마자 바로 왔어요 44입는 편인데 44사이즈도 어깨가 좀 큰 편이에요 보통 오버하게 입는 편이라 너무 맘에 듭니다,"많이 커요 (총 기장, 어깨, 소매길이)",,,,[온앤온] 스웨이드 자켓 NEL5XJ809_97
20250316,4,COLOR: SAND / SIZE: 55,보자마자 반해서 구입했어요. 기다린 보람이 있네요. 색감도 아주 예쁘고 길이도 적당해요.,잘 맞아요,,,,[온앤온] 스웨이드 자켓 NEL5XJ809_97
20250315,5,"COLOR: SAND / SIZE: 44체형160cm40kg상의 XS사이즈약간 커요 (가슴, 어깨, 소매길이)핏오버핏이에요두께보통 두께예요",우선 제품의 재질이 생각보다 너무 괜찮고 어깨도 많이 클까봐 걱정했는데 적당한 오버핏으로 나름 어울리고 색감도 아주 맘에 들어요. 다가오는 봄에 원피스며 바지에 두루두루 정말 활용도 높을것 같네요.,"약간 커요 (가슴, 어깨, 소매길이)",,,,[온앤온] 스웨이드 자켓 NEL5XJ809_97
20250314,5,COLOR: SAND / SIZE: 55,오프라인매장에서 보고 이뻐서 주문했어요~! 얼렁 외출하고 싶네요!!,잘 맞아요,,,,[온앤온] 스웨이드 자켓 NEL5XJ809_97
20250310,5,"COLOR: SAND / SIZE: 44사이즈약간 커요 (총 기장, 소매길이)핏오버핏이에요두께보통 두께예요",오버핏이란말에 44주문했는데 딱 좋아요 색감 굿입니다,"약간 커요 (총 기장, 소매길이)",,,,[온앤온] 스웨이드 자켓 NEL5XJ809_97
20250310,5,COLOR: SAND / SIZE: 55,66 샀으면 컸을것 같아요! 마음에 듭니다 아직 입기엔 좀 춥네요,약간 커요,,,,[온앤온] 스웨이드 자켓 NEL5XJ809_97
20250307,5,COLOR: SAND / SIZE: 44,예상보다 빨리받소 44사이즈 여유있게 잘맞아요,잘 맞아요,,,,[온앤온] 스웨이드 자켓 NEL5XJ809_97
20250307,4,COLOR: SAND / SIZE: 66체형173cm66kg상의 XL보통 어깨보통 팔길이사이즈약간 커요 (어깨)핏오버핏이에요두께보통 두께예요,"66사이즈 구입했는데 77입는저한테도 예쁘게 여유롭네요~~ 화면보단 살짝 진한감이 있지만 스웨이드질감이 멋스럽고 예쁩니다. 비싼만큼 봄,가을 내내 잘입을것같아요.",약간 커요 (어깨),,,,[온앤온] 스웨이드 자켓 NEL5XJ809_97
20250303,5,COLOR: SAND / SIZE: 66,아내 기념일 선물로 사줬어요 좋아하네요~^^ 고급집니다!,잘 맞아요,,,,[온앤온] 스웨이드 자켓 NEL5XJ809_97
20250228,5,COLOR: SAND / SIZE: 55,진짜 이뻐요. 핏 날씬해보여요. 저 상체 살 있는데 적당한 오버핏입니다. 촉감 좋고 가벼워서 입는 느낌 좋아요.,잘 맞아요,,,,[온앤온] 스웨이드 자켓 NEL5XJ809_97
20250227,5,COLOR: SAND / SIZE: 55,너무 예뻐요~~이런색 찾으려고 여기저기 다 뒤졌지만 온앤온밖에 없어요~~ 날이 빨리 풀리면 좋겠네요~^^ 사이즈는 크게 나왔단말에 고민고민했지만 정사이즈 55구매했어요 다들 그냥 정사이즈 사세요 절대 크게 나온거 아니에요~~,잘 맞아요,,,,[온앤온] 스웨이드 자켓 NEL5XJ809_97
20241210,5,COLOR: DARK NAVY / SIZE: 55,왜 고민했나싶어요 허리얇은 하비체형인데 허리는 잡아주고 골반은 넓어서 인생치마되었어요 넘 맘에들어여,잘 맞아요,,,,[온앤온] 절개 데님 롱 스커트 NEJ4AS706
20250314,5,COLOR: SKY BLUE / SIZE: 66체형165cm51kg상의 S어깨 좁음보통 어깨사이즈약간 커요 (가슴)핏적당해요두께얇아요,가볍고 밝은색상이라 만족스럽게 입고 또입고,약간 커요 (가슴),,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20250313,3,COLOR: BLACK / SIZE: 55,한갸울 입기엔 넘 얇아요 그치만 리본포임트가 귀여워여,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20250218,5,COLOR: SKY BLUE / SIZE: 66,엄청 가벼워서 평소 데일리 입기 좋아요. 대신에 엄청 추운날에는 얇아요. 리본묶으면 여성스럽고 귀여워요. 색상도 이뻐요.,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20250216,5,COLOR: SKY BLUE / SIZE: 55,진짜 예쁘고 귀엽습니다. 아우터 이렇게 비싸게 주고 사는 건 처음인데 만족스러워요. 리본 두개가 진짜 포인트 되고 너무너무 예쁩니다. 맨날 검정 아우터만 입다 회색 3방울 섞인 회기도는 뮤트한 하늘색 아우터 입으니까 무채색 인간 룩에 포인트 되고 좋네요. 무엇보다 겨울 아우터들 무거워서 어깨 아픈 것도 많은데 얜 진짜 가벼워요. 마치 안 든 거 같은 편안함 진짜진짜 얇고 가벼운데 솜이 팍 죽는 것도 아니고 보온성도 좋습니다. 비싼 값 하는거 같아요. 다만 고무줄 조이는 건 깔끔하진 않고 주머니 위치도 이상하게 뒤쪽인 느낌이라 좀 불편합니다. 또한 옷이 진짜 얇아서 그런지 겉감 재질이 엄청 얇아서 똑 하면 그냥 뜯겨 나올 거 같아 단추 풀 때 주의해야 합니다.,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20250214,5,COLOR: BLACK / SIZE: 55,"매장에서 입어 보고 온라인으로 주문했는데 너무 이쁘고, 잘 맞아요!! 다만 좀 얇아서 추운 겨울에는 입지 못할거 같아요",잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20250214,5,COLOR: LIGHT PINK / SIZE: 55,귀야워영 완존 맘에 듦 !,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20250213,5,COLOR: SKY BLUE / SIZE: 66,디자인이 귀엽고 예뻐요,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20250210,5,COLOR: SKY BLUE / SIZE: 55,완전 핏도 이쁘고 리본 포인트가 있어서 패딩으로 패션을 보일 수 있어서 너무 좋아요 목 부분도 올라와있어 따뜻하고 좋아요,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20250205,5,COLOR: BLACK / SIZE: 55체형161cm53kg상의 S보통 어깨핏오버핏이에요사이즈많이 커요 (팔 둘레)두께보통 두께예요,옷넘가볍고예쁘네요똑딱이부분이잠그고열때넘약해서조심하게열게되네요팔부분넘넒어서부해보이는건있어요그냥보는그와달리입었을때가더예쁘네요,많이 커요 (팔 둘레),,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20250205,5,COLOR: SKY BLUE / SIZE: 55,디자인도 이쁘고 올겨울 잘입고 다닐께요,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20250204,5,COLOR: SKY BLUE / SIZE: 55,아주 따숩고 가벼워서 요즘 이것만 입어용,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20250204,5,COLOR: BLACK / SIZE: 55사이즈약간 커요 (팔 둘레)핏적당해요두께얇아요,워낙에 이런 스타일을 좋아해요. 계속 고민하다가 결국 구매했고 아주 마음에 들어요! 한파주의보가 아닌 이상 입을 수 있고 일단 가벼워서 좋고 55사이즈지만 팔이 넉넉해서 좋아요. 옷이 아무리 마음에 들어도 특히 겨울옷은 무겁고 팔이 끼는 느낌이 들면 손이 안가는데 그런 면에서 마음에 듭니다. 리본 끈으로 묶는건 귀엽지만 귀찮긴 해요. 마음대로 잘 안묶일때도 있고 하지만 감수할 만 합니다. 아쉬운건 괜히 고민만 하다가 66사이즈 못산건 아쉬워요. 워낙에 옷을 크게 입다보니 ㅎㅎ 그리고 블루는 아예 품절이었구요. 블랙도 아주 마음에 듭니다. 어느옷에 입던 어울릴 스타일이예요.,약간 커요 (팔 둘레),,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20250203,5,COLOR: SKY BLUE / SIZE: 55,너무 귀여움..!ㅎㅎ,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20250127,5,COLOR: SKY BLUE / SIZE: 66,너무 가볍고 의외로 보온성도 좋아요 핏이 넉넉해서 두꺼운 니트입고도 입을 수 있어 활용도가ㅠ높아요,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20250122,5,COLOR: LIGHT PINK / SIZE: 55,패딩 디자인도 귀엽고 색도 너무 예뻐요!! 무게도 엄청 가볍습니당,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20250120,5,COLOR: BLACK / SIZE: 55,"옷이 진짜 가벼워요 66사이즈 사고싶었는데 ㅠ 품절이라 그냥 55로 주문했어요 팔이 짧다는 후기가 있어서요 그래도 걱정보다는 괜찮아요 핏도 이쁘고요 바지,치마랑 다 잘 어울려요😊",잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20250118,3,COLOR: SKY BLUE / SIZE: 55사이즈약간 커요 (팔 둘레)핏적당해요두께얇아요,한겨울에불가. 영하부터 불가입니다,약간 커요 (팔 둘레),,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20250115,5,COLOR: SKY BLUE / SIZE: 55,리본포인트가 예뻐서 구매했엉ㅅ,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20250112,5,COLOR: BLACK / SIZE: 66,너무 예쁜 리본 패딩,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20250111,5,COLOR: SKY BLUE / SIZE: 55,디자인은예뻐요 길이도 약간짧아서좋고,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20250107,5,COLOR: BLACK / SIZE: 55,엄청 두툼하진 않지만 귀여워요,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20250103,5,COLOR: SKY BLUE / SIZE: 55,예뿌고귀염네유ㅎㅎㅎ,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20250101,5,"COLOR: LIGHT PINK / SIZE: 66사이즈약간 커요 (가슴, 어깨)핏오버핏이에요두께보통 두께예요",솜사탕색인데 너무 귀엽고 또 보기와 달리 정말 따뜻해요! 구스패딩이니까요🫶🏻 오버핏인데 아방아방한 느낌있어요! 깔별로 사고싶은데 가격때문에 참습니다ㅠㅠ,"약간 커요 (가슴, 어깨)",,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20241231,5,COLOR: BLACK / SIZE: 55체형160cm50kg상의 XS어깨 좁음보통 팔길이사이즈약간 커요 (기타)핏오버핏이에요두께보통 두께예요,오버핏이에요. 너무 가볍고 예뻐요. 허리에 밴딩 조절이 되면 완전 백점이겠어요.,약간 커요 (기타),,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20241229,5,COLOR: SKY BLUE / SIZE: 66,타플랫폼에서 55사이즈구매했다가 안에충전재도 너무 약하고 색깔도 물빠진색으로 왔길레 66재고있는곳찾다가 네이버에서 아직주문가능하길레 냉큼 구매했는데 만족해요!! 55보다 사이즈가커서그런지 입었을때 모델컷처럼 폭신한느낌나고 무엇보다 패딩색깔이 진함 파랑+그레이제대로 느낌나서 좋아요 같은 브랜드상품이라도 확실히 색깔차이가 있는거같아요.. 충전재빵빵해보이고 모델느낌보고 사시는거라면 키나 체격상관없이 55보다는 66구매하는걸 추천합니다,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20241228,5,COLOR: SKY BLUE / SIZE: 55,예뻐요 가볍구 색도 흔한 느낌은 아니에요. 리뷰엔 회색가깝다는데 제가 보기엔 블루 맞아요. 배송은 좀 걸렸습니다.,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20241224,5,COLOR: SKY BLUE / SIZE: 66,마음에 듭니다~ 가벼운데 너무 따뜻해여ㅠㅠ 나이드니 무거운 옷은 싫네요ㅠㅠ 소매기장+총기장 때문에 66주문 했는데 딱 좋습니다^^,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20241224,5,COLOR: SKY BLUE / SIZE: 66,166/52 마른 체형이에요 상의는 넉넉히 입는걸 좋아해서 66으로 주문했어요. 넉넉하고 딱 예쁜 핏입니다. 팔길이도 짧지않고 좋아요. 옷 자체가 너무 딱 맞는거보다 약간 오버핏 나오는게 예쁜거 같아요. 색감은 생각했던 것보다 더 푸른빛이 돌아 더 예쁘네요 겨울 초부터 살까말까 계속 고민했었는데 할인 많이 받아서 잘샀어요. 배송도 빨랐고 아주 만족스런 쇼핑이었어요,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20241221,5,COLOR: BLACK / SIZE: 55,귀여워요 구스라 얇은데 따뜻할거같고 옷이너무 귀엽네요 잘입을거같아요,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20241219,5,COLOR: SKY BLUE / SIZE: 55,55사이즈 주문했다가 생각보다 팔이 짧아서 66사이즈로 교환했는데 잘 맞습니다!! 너무 가볍고 이뻐서 자주 입게 됩니다 ^^,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20241219,4,COLOR: LIGHT PINK / SIZE: 55,너무 예쁜 라이트 핑크색상이에요. 가볍고 따뜻하고 좋아요.,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20241218,5,COLOR: LIGHT PINK / SIZE: 55,귀엽.. 봄웜 페일톤 강추,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20241218,5,COLOR: BLACK / SIZE: 55,너무 가볍고 좋아요^^ 맘에 들어요 잘입을게요,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20241214,3,"COLOR: SKY BLUE / SIZE: 55핏오버핏이에요사이즈많이 커요 (가슴, 소매길이)두께얇아요",거위가 빵빵하지않고 얇아서 핏은 예쁘겠죠?밑부분은 털이없나싶고. 근데 팔통을 왜이리크게 만들었는지 모르겠음 마동석도 입을듯. 몸통둘레도 크고요. 단독이아니라 점수깎고 현재느너타사이트도 가격많이내림~~,"많이 커요 (가슴, 소매길이)",,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20241213,5,COLOR: SKY BLUE / SIZE: 55,가볍고 따뜻해요 리본이 포인트,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20241206,5,COLOR: BLACK / SIZE: 55,입었는데 안입은 느낌. 따뜻하지 않을것같은데 따뜻함. 만족스러운 느낌.~,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20241204,5,COLOR: SKY BLUE / SIZE: 66,가볍고 다자인도 에쁘고 왕 따뜻해요,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20241204,5,COLOR: SKY BLUE / SIZE: 55,생각보다 톤다운된색깔이고 밝은거보단 코디하기좋아요 약간 오버핏이고 따뜻한데 리본묶는게 너무 귀찮지만 예뻐요! 할인된가격으로 삿는데 정가로 사기엔 아까워요 딱 할인가격이 정가인듯해요,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20241202,5,COLOR: SKY BLUE / SIZE: 66,사이즈 넉넉한 편이고 지퍼 부드럽게 잘 올라가요. 원단이 얇고 부드러운데 충전재가 빵빵해서 따뜻합니다. 리본은 직접 묶어야해서 입을때 난이도가 좀 있어요.,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20241202,5,COLOR: SKY BLUE / SIZE: 55,너무 귀엽고 사랑스러운 디자인 최고,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20241201,5,COLOR: BLACK / SIZE: 55사이즈약간 커요 (기타)핏오버핏이에요두께얇아요,엄청 가벼워서 따뜻할까 싶었는데 겁나 따숩습니다ㅎㅎ다만 입을때마다 리본하기가 넘귀찮다는거...ㅋㅋㅋ아ㅠㅠ그리고 그 겉에 재질이 엄청 얇아서 똑딱이 떼낼때 옷뜯겨나갈거같아요ㅠㅠ조심하세요들,약간 커요 (기타),,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20241201,5,COLOR: SKY BLUE / SIZE: 55,옷이 이쁘고 귀여워요 패딩 여러개라 고심하고 구매했어요 주구장창 입을거에요,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20241201,5,COLOR: BLACK / SIZE: 66,"너무 가볍고 따뜻해요 귀욥습니다 배송, 핏 맘에 듭니다",잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20241130,5,COLOR: SKY BLUE / SIZE: 66체형160cm52kg상의 S보통 어깨보통 팔길이사이즈약간 커요 (기타)핏적당해요두께보통 두께예요,핏이 이쁘고 가벼운데 따뜻해요 리본포인트도 귀얍고 블랙이라도 깔끔한 느낌의 블랙이라 좋아요.,약간 커요 (기타),,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
20241130,5,COLOR: SKY BLUE / SIZE: 55,귀여운 스타일 좋아하는데 컬러 때문에 너무 가벼워 보이지 않고 예쁘고 맘에 들어요,잘 맞아요,,,,[네이버단독][온앤온] 리본 숏 구스 패딩 NEP4WMA11_21
